"id","city_id","type_id","total_area","rooms","ceiling_height","floors_total","living_area","floor","is_apartment","open_plan","kitchen_area","balcony","airports_nearest","parks_around3000","ponds_around3000"
13968,"6X8I",F8EM,39.0,1,,25.0,17.0,2,0,0,10.0,1.0,42499.0,0.0,0.0
13969,"6X8I",F8EM,96.0,4,3.0,7.0,71.4,6,0,0,10.0,1.0,27263.0,1.0,0.0
13970,"6X8I",F8EM,32.0,1,2.5,12.0,17.5,3,0,0,7.0,,50882.0,0.0,0.0
13971,"6X8I",F8EM,81.0,3,2.6,16.0,46.5,4,0,0,12.6,1.0,42012.0,1.0,0.0
13972,"6X8I",F8EM,42.2,2,,5.0,28.5,5,0,0,5.1,,44458.0,1.0,0.0
13973,QQO2,EQUI,70.0,2,,10.0,39.0,1,0,0,11.0,,,,
13974,"6X8I",F8EM,41.8,2,,5.0,26.3,1,0,0,6.0,,16877.0,0.0,0.0
13975,"6X8I",F8EM,65.0,2,,35.0,32.1,23,0,0,8.9,,18732.0,0.0,3.0
13976,"6X8I",F8EM,66.0,2,,5.0,38.5,1,0,0,14.0,0.0,13675.0,0.0,0.0
13977,"6X8I",F8EM,76.3,2,2.8,25.0,39.7,17,0,0,10.9,2.0,39220.0,0.0,1.0
13978,FMVZ,IZIQ,50.0,2,,9.0,33.0,2,0,0,7.0,,18471.0,0.0,0.0
13979,"6X8I",F8EM,105.3,3,2.65,18.0,60.0,17,0,0,17.5,1.0,15493.0,0.0,0.0
13980,"6X8I",F8EM,44.0,2,2.5,9.0,27.0,1,0,0,6.3,2.0,45191.0,0.0,1.0
13981,"6X8I",F8EM,65.0,2,,9.0,39.0,8,0,0,7.0,1.0,13984.0,0.0,0.0
13982,"6X8I",F8EM,108.0,4,3.93,5.0,56.0,2,0,0,7.6,,23071.0,1.0,1.0
13983,OGX3,IZIQ,74.0,3,,2.0,,1,0,0,,,,,
13984,"6X8I",F8EM,57.4,2,2.5,16.0,30.8,9,0,0,6.5,,14762.0,0.0,1.0
13985,"6X8I",F8EM,37.7,1,2.6,18.0,19.4,8,0,0,10.1,1.0,43157.0,0.0,1.0
13986,"6X8I",F8EM,45.0,1,2.8,22.0,17.0,11,0,0,18.0,,36553.0,0.0,0.0
13987,"6X8I",F8EM,44.0,1,2.8,25.0,21.0,5,0,0,11.0,,52192.0,0.0,1.0
13988,"6VBQ",IZIQ,83.2,2,2.7,17.0,44.2,16,0,0,14.0,,,,
13989,"6X8I",F8EM,53.8,2,,8.0,,2,0,0,10.0,,19523.0,1.0,0.0
13990,"6X8I",F8EM,88.3,3,2.55,10.0,50.0,10,0,0,11.0,2.0,33642.0,0.0,2.0
13991,"6X8I",F8EM,33.7,1,2.75,25.0,16.2,10,0,0,10.5,,23776.0,0.0,1.0
13992,"6X8I",F8EM,57.0,3,,5.0,38.5,4,0,0,9.0,,24573.0,2.0,0.0
13993,FJEG,F8EM,43.0,1,2.6,17.0,18.0,3,0,0,10.5,,28554.0,0.0,3.0
13994,"6X8I",F8EM,89.0,3,3.5,6.0,58.3,2,0,0,10.2,,24660.0,1.0,0.0
13995,IQ4Z,F8EM,39.2,2,3.18,3.0,22.0,1,0,0,8.2,,68556.0,2.0,2.0
13996,"6X8I",F8EM,49.0,3,2.55,5.0,34.3,1,0,0,7.2,,48170.0,0.0,0.0
13997,BG21,EQUI,27.9,2,2.6,2.0,17.0,1,0,0,5.0,,,,
13998,"6X8I",F8EM,56.0,2,2.5,9.0,38.0,7,0,0,7.0,,31760.0,2.0,1.0
13999,"6X8I",F8EM,34.23,1,,14.0,15.05,9,0,0,10.34,,34464.0,0.0,1.0
14000,"6X8I",F8EM,58.4,2,,17.0,31.8,16,0,0,10.6,,9412.0,2.0,1.0
14001,"6X8I",F8EM,66.4,3,4.0,4.0,49.0,4,0,0,9.0,,24326.0,0.0,1.0
14002,"6X8I",F8EM,63.2,3,3.3,5.0,39.0,2,0,0,14.0,,27394.0,1.0,1.0
14003,FJEG,F8EM,50.6,2,2.5,9.0,30.7,6,0,0,7.0,2.0,25538.0,0.0,0.0
14004,FEOT,LVBX,45.0,2,,5.0,,2,0,0,,,,,
14005,WUMG,EL2E,48.5,2,2.5,5.0,29.6,1,0,0,7.0,0.0,,,
14006,"6X8I",F8EM,214.0,4,3.2,8.0,133.0,7,0,0,28.0,2.0,27362.0,3.0,2.0
14007,"6X8I",F8EM,38.4,1,,16.0,19.6,8,0,0,10.4,1.0,34324.0,0.0,0.0
14008,"6X8I",F8EM,48.1,2,,23.0,26.6,5,0,0,8.44,2.0,39617.0,0.0,1.0
14009,"6X8I",F8EM,74.9,3,3.0,5.0,50.1,2,0,0,8.6,,26590.0,1.0,0.0
14010,"6X8I",F8EM,45.4,2,,5.0,30.3,5,0,0,6.4,0.0,41016.0,2.0,0.0
14011,"6X8I",F8EM,51.3,2,2.5,9.0,,1,0,0,,,13666.0,1.0,0.0
14012,VLGF,F8EM,80.0,3,,6.0,47.0,3,0,0,14.0,,19049.0,1.0,0.0
14013,Y04Q,F8EM,36.6,1,,18.0,23.0,2,0,0,8.3,,,,
14014,"4T1U",IZIQ,57.0,2,2.6,19.0,24.64,16,0,0,10.84,1.0,54195.0,0.0,0.0
14015,VLGF,F8EM,53.1,2,2.5,9.0,31.0,2,0,0,10.0,,17884.0,1.0,1.0
14016,"6X8I",F8EM,57.0,2,2.7,9.0,32.0,4,0,0,8.0,2.0,12881.0,0.0,2.0
14017,FJEG,F8EM,59.0,3,2.5,9.0,37.6,3,0,1,,1.0,27820.0,0.0,1.0
14018,"4T1U",IZIQ,80.0,3,2.75,28.0,46.15,4,0,0,11.1,2.0,53734.0,0.0,0.0
14019,"23CI",EQUI,50.0,2,,5.0,33.0,4,0,0,7.0,1.0,,,
14020,"6X8I",F8EM,62.3,3,2.5,9.0,,7,0,0,,,19309.0,1.0,1.0
14021,"6X8I",F8EM,47.65,1,2.8,18.0,18.3,13,0,0,13.6,5.0,18396.0,1.0,1.0
14022,"6X8I",F8EM,96.0,3,2.8,16.0,51.1,12,0,0,25.0,2.0,51140.0,0.0,0.0
14023,"6X8I",F8EM,28.0,1,2.5,5.0,15.0,3,0,0,6.0,1.0,20520.0,1.0,2.0
14024,"6X8I",F8EM,41.0,1,2.65,17.0,17.0,11,0,0,10.0,,36688.0,0.0,2.0
14025,"6X8I",F8EM,54.4,2,,12.0,31.5,1,0,0,10.6,,28831.0,0.0,1.0
14026,FMVZ,IZIQ,89.0,3,,25.0,48.0,15,0,0,11.5,,12431.0,0.0,0.0
14027,"6X8I",F8EM,41.6,1,2.8,5.0,18.8,5,0,0,11.3,,41554.0,0.0,1.0
14028,"6X8I",F8EM,94.15,3,2.7,10.0,55.22,10,0,0,12.23,1.0,30917.0,2.0,3.0
14029,"6X8I",F8EM,46.3,2,2.55,9.0,26.1,7,0,0,9.9,,27943.0,1.0,0.0
14030,"6X8I",F8EM,43.0,1,2.8,16.0,20.5,13,0,0,13.1,2.0,44881.0,1.0,0.0
14031,"6X8I",F8EM,37.6,1,2.9,7.0,24.0,7,0,0,12.0,,32676.0,0.0,0.0
14032,Y04Q,F8EM,35.0,1,2.6,9.0,18.3,1,0,0,7.0,,,,
14033,"6X8I",F8EM,55.7,2,,28.0,31.2,13,0,0,9.2,,48847.0,0.0,0.0
14034,"6X8I",F8EM,96.6,3,3.0,4.0,58.0,4,0,0,18.7,1.0,21385.0,2.0,1.0
14035,ZYPN,F8EM,43.8,2,,5.0,33.2,2,0,0,5.5,1.0,,,
14036,"6X8I",F8EM,67.0,2,,17.0,38.0,11,0,0,11.0,0.0,34815.0,0.0,2.0
14037,Y04Q,F8EM,55.3,3,,5.0,40.5,5,0,0,5.2,1.0,,,
14038,"7HF5","9N9J",35.7,1,2.5,3.0,16.0,2,0,0,9.0,2.0,,,
14039,K9F8,IZIQ,33.3,1,,10.0,16.0,8,0,0,9.0,2.0,,,
14040,G6ON,F8EM,71.4,3,2.55,5.0,42.0,4,0,0,8.0,,,,
14041,"6X8I",F8EM,74.9,4,,9.0,54.3,2,0,0,7.0,,44935.0,2.0,0.0
14042,PJ2I,F8EM,43.4,2,,4.0,,4,0,0,,,,,
14043,"6X8I",F8EM,46.2,2,2.65,16.0,30.0,2,0,0,8.0,0.0,17665.0,1.0,2.0
14044,YVBQ,F8EM,33.0,1,2.5,9.0,16.0,5,0,0,8.5,,46311.0,1.0,0.0
14045,"6X8I",F8EM,34.0,2,,12.0,20.6,11,0,0,6.2,,16927.0,0.0,1.0
14046,"6X8I",F8EM,41.0,1,2.85,16.0,16.0,6,0,0,12.0,,28490.0,1.0,0.0
14047,"6X8I",F8EM,32.0,1,,5.0,17.0,4,0,0,8.0,1.0,37563.0,0.0,0.0
14048,"6X8I",F8EM,33.0,1,2.6,9.0,17.0,5,0,0,7.0,,47576.0,0.0,0.0
14049,"6X8I",F8EM,82.4,3,3.6,4.0,59.3,3,0,0,8.8,,26767.0,2.0,1.0
14050,S4Y8,F8EM,30.5,1,2.55,5.0,23.0,5,0,0,6.0,,,,
14051,"6X8I",F8EM,65.6,3,3.15,5.0,40.1,5,0,0,6.8,,22817.0,1.0,1.0
14052,"6X8I",F8EM,92.6,4,3.4,6.0,56.5,5,0,0,13.5,,24493.0,1.0,3.0
14053,WK4Z,EQUI,54.0,2,,5.0,32.0,1,0,0,9.0,1.0,,,
14054,"6X8I",F8EM,156.0,4,,17.0,,12,0,0,,0.0,11752.0,1.0,0.0
14055,"6X8I",F8EM,80.0,2,2.75,16.0,34.0,10,0,0,19.0,2.0,42785.0,0.0,0.0
14056,"6X8I",F8EM,70.0,2,3.0,9.0,36.0,7,0,0,,,32551.0,2.0,0.0
14057,"6X8I",F8EM,51.0,2,2.5,9.0,,2,0,0,,,29522.0,1.0,1.0
14058,YK5K,F8EM,61.7,2,,2.0,32.5,2,0,0,9.5,2.0,,,
14059,"6X8I",F8EM,63.0,1,3.3,5.0,,1,0,0,,,25834.0,3.0,0.0
14060,"6X8I",F8EM,35.0,1,,18.0,15.1,3,0,0,8.3,0.0,16501.0,1.0,1.0
14061,R9I0,F8EM,42.0,1,2.65,13.0,20.0,11,0,0,9.0,2.0,,,
14062,"4T1U",IZIQ,79.6,3,,24.0,46.9,21,0,0,11.2,2.0,53325.0,0.0,1.0
14063,"6X8I",F8EM,30.0,1,2.75,16.0,18.0,11,0,0,7.0,1.0,14727.0,0.0,0.0
14064,"4T1U",IZIQ,24.0,0,,25.0,14.0,1,0,0,,0.0,55551.0,0.0,0.0
14065,"0VIS",IZIQ,71.1,3,,5.0,42.1,2,0,0,8.0,,,,
14066,"187Y",IZIQ,31.88,1,2.55,18.0,16.3,4,0,0,8.0,2.0,,,
14067,"6X8I",F8EM,73.1,2,2.8,5.0,51.2,1,0,0,8.1,0.0,19162.0,0.0,3.0
14068,ZYPN,F8EM,40.0,1,,9.0,17.0,1,0,0,8.0,1.0,,,
14069,"6X8I",F8EM,43.0,1,3.42,6.0,21.5,3,0,0,14.0,0.0,22490.0,0.0,1.0
14070,"6X8I",F8EM,75.0,2,2.87,4.0,47.0,3,0,0,7.0,,24041.0,0.0,0.0
14071,XNS3,IZIQ,57.9,2,,5.0,31.0,3,0,0,8.2,0.0,,,
14072,"6X8I",F8EM,51.0,1,2.73,14.0,19.8,11,0,0,13.2,0.0,30088.0,1.0,1.0
14073,"6X8I",F8EM,144.0,5,,17.0,91.0,8,0,0,14.0,0.0,49338.0,1.0,0.0
14074,E66G,F8EM,74.9,2,,4.0,36.5,3,0,0,17.7,,53988.0,0.0,0.0
14075,FMVZ,IZIQ,76.8,3,2.5,9.0,44.9,9,0,0,10.8,1.0,17604.0,0.0,1.0
14076,"6X8I",F8EM,98.0,4,3.12,6.0,58.5,5,0,0,15.5,,26591.0,2.0,0.0
14077,"187Y",IZIQ,70.6,2,2.75,16.0,44.6,8,0,0,11.9,5.0,,,
14078,"6X8I",F8EM,44.0,1,2.8,25.0,19.35,12,0,0,13.47,2.0,40941.0,3.0,0.0
14079,"6X8I",F8EM,67.7,2,2.7,17.0,35.7,6,0,0,13.2,2.0,30139.0,1.0,0.0
14080,"6X8I",F8EM,42.0,1,,12.0,26.0,6,0,0,6.0,0.0,27907.0,2.0,2.0
14081,N237,F8EM,39.0,1,2.65,17.0,15.5,11,0,0,10.0,2.0,,,
14082,"6X8I",F8EM,31.2,1,2.5,9.0,15.5,2,0,0,8.2,,44422.0,1.0,0.0
14083,"6X8I",F8EM,35.0,1,,6.0,15.0,5,0,0,8.0,0.0,25933.0,2.0,0.0
14084,"6X8I",F8EM,36.0,1,,22.0,16.0,20,0,0,10.0,0.0,35715.0,0.0,1.0
14085,"6X8I",F8EM,76.4,2,3.2,6.0,35.0,5,0,0,11.0,,21875.0,1.0,1.0
14086,"6X8I",F8EM,102.6,3,3.5,5.0,53.5,3,0,0,22.5,,20202.0,1.0,1.0
14087,"3NO1","9N9J",41.3,1,2.75,3.0,23.8,2,0,0,9.2,1.0,,,
14088,"6X8I",F8EM,402.0,6,3.15,8.0,300.0,6,0,0,56.0,2.0,24484.0,1.0,0.0
14089,"6X8I",F8EM,67.6,4,2.9,7.0,44.4,3,0,0,8.2,,25633.0,0.0,0.0
14090,"6X8I",F8EM,94.3,3,2.77,25.0,56.5,21,0,0,14.0,,33804.0,0.0,0.0
14091,"187Y",IZIQ,58.7,2,,17.0,,11,0,0,,,,,
14092,"6X8I",F8EM,63.7,3,2.53,5.0,44.6,3,0,0,6.6,4.0,41554.0,0.0,1.0
14093,"6X8I",F8EM,100.0,4,3.0,5.0,76.0,5,0,0,10.0,,25950.0,1.0,0.0
14094,TXOA,"9N9J",33.0,1,,,,17,0,0,,,,,
14095,"6X8I",F8EM,44.0,1,,25.0,16.3,11,0,0,12.9,1.0,54337.0,0.0,1.0
14096,"6X8I",F8EM,31.2,1,2.5,5.0,18.3,1,0,0,6.3,,42636.0,0.0,0.0
14097,"6X8I",F8EM,93.0,2,2.7,12.0,42.0,12,0,0,25.0,5.0,20867.0,0.0,1.0
14098,"6X8I",F8EM,38.7,1,2.7,12.0,18.0,1,0,0,10.0,,35242.0,1.0,1.0
14099,"6X8I",F8EM,115.6,3,3.33,7.0,64.3,7,0,0,29.9,,39946.0,1.0,3.0
14100,MAZD,IZIQ,32.0,1,2.65,3.0,16.3,1,0,0,8.0,,,,
14101,JN8J,IZIQ,32.6,1,,5.0,18.2,1,0,0,5.8,1.0,,,
14102,"4KU1",F8EM,33.5,1,,25.0,15.0,15,0,0,9.0,,,,
14103,"187Y",IZIQ,34.0,1,2.8,27.0,10.0,7,0,0,15.0,2.0,,,
14104,"187Y",IZIQ,36.0,1,2.6,17.0,14.0,16,0,0,11.0,2.0,,,
14105,FM89,"9N9J",48.2,2,2.5,5.0,27.5,3,0,0,7.6,,,,
14106,"6X8I",F8EM,53.0,2,2.55,9.0,35.0,4,0,0,8.0,1.0,16874.0,0.0,1.0
14107,"6X8I",F8EM,41.0,1,,16.0,18.7,10,0,0,,0.0,49792.0,0.0,0.0
14108,"6X8I",F8EM,52.0,2,2.5,9.0,,3,0,0,,1.0,35528.0,0.0,0.0
14109,FMVZ,IZIQ,57.0,2,,25.0,33.1,15,0,0,11.0,5.0,13005.0,0.0,0.0
14110,"6X8I",F8EM,46.0,1,2.8,16.0,18.0,13,0,0,13.0,2.0,42148.0,0.0,0.0
14111,MHKY,F8EM,31.0,1,2.5,5.0,,5,0,0,,,,,
14112,R9I0,F8EM,26.0,1,,2.0,14.0,2,0,0,5.0,,,,
14113,"6X8I",F8EM,42.0,1,2.7,16.0,19.0,4,0,0,10.2,,34836.0,0.0,1.0
14114,"3I7C",F8EM,43.0,2,,4.0,30.0,4,0,0,6.5,,48201.0,0.0,0.0
14115,VLGF,F8EM,80.0,3,,4.0,42.0,4,0,0,13.7,0.0,20475.0,1.0,2.0
14116,"6X8I",F8EM,42.0,2,,6.0,,5,0,0,,,12922.0,0.0,1.0
14117,"6X8I",F8EM,45.0,2,,5.0,30.3,4,0,0,7.0,,15187.0,1.0,0.0
14118,MHKY,F8EM,30.0,1,2.5,5.0,18.0,1,0,0,6.0,,,,
14119,"6X8I",F8EM,45.1,1,,10.0,14.1,9,0,0,9.8,,31460.0,1.0,3.0
14120,Y04Q,F8EM,36.6,1,,5.0,18.0,4,0,0,8.2,0.0,,,
14121,"6X8I",F8EM,44.5,1,2.75,5.0,18.3,4,0,0,13.2,0.0,47362.0,1.0,1.0
14122,"6X8I",F8EM,46.0,2,,9.0,29.0,5,0,0,8.0,,37499.0,0.0,0.0
14123,"6X8I",F8EM,32.5,1,2.8,9.0,17.5,8,0,0,6.5,,51708.0,0.0,1.0
14124,"6X8I",F8EM,35.0,1,2.8,25.0,18.0,19,0,0,8.5,2.0,36784.0,1.0,2.0
14125,"6X8I",F8EM,43.1,2,2.5,5.0,27.9,4,0,0,5.2,,38845.0,0.0,1.0
14126,"6X8I",F8EM,50.1,1,2.7,16.0,26.6,7,0,0,7.2,,49410.0,1.0,0.0
14127,"6X8I",F8EM,67.0,3,2.5,9.0,44.000004,7,0,0,8.0,1.0,10333.0,1.0,0.0
14128,R9I0,F8EM,61.1,3,2.5,5.0,45.0,1,0,0,5.0,1.0,,,
14129,FMVZ,IZIQ,78.8,3,,25.0,60.0,14,0,0,14.7,,13908.0,0.0,1.0
14130,"6X8I",F8EM,74.5,3,,4.0,46.0,2,0,0,9.0,,28238.0,0.0,2.0
14131,"6X8I",F8EM,63.0,3,2.53,12.0,40.7,3,0,0,7.1,,32066.0,0.0,0.0
14132,WNGS,IZIQ,59.7,3,2.55,5.0,38.3,4,0,0,6.2,2.0,,,
14133,"6X8I",F8EM,90.0,3,2.8,5.0,61.8,4,0,0,9.0,0.0,23823.0,1.0,0.0
14134,"6X8I",F8EM,45.0,2,,5.0,,1,0,0,,,10147.0,1.0,1.0
14135,"6X8I",F8EM,57.0,3,2.5,9.0,42.0,9,0,0,6.5,,49861.0,1.0,0.0
14136,"6X8I",F8EM,102.0,3,2.9,16.0,68.0,12,0,0,18.0,,36691.0,1.0,0.0
14137,"6X8I",F8EM,44.0,1,,16.0,21.8,2,0,0,10.2,2.0,44941.0,2.0,2.0
14138,"6X8I",F8EM,45.1,2,2.8,5.0,21.4,2,0,0,14.2,1.0,36447.0,0.0,0.0
14139,"6X8I",F8EM,45.0,2,2.6,5.0,30.0,5,0,0,7.0,1.0,27763.0,2.0,0.0
14140,"6X8I",F8EM,75.0,3,,9.0,32.0,4,0,0,25.0,,47953.0,0.0,0.0
14141,"6X8I",F8EM,55.5,2,2.7,9.0,31.3,2,0,0,8.4,2.0,20050.0,0.0,0.0
14142,"6X8I",F8EM,60.0,2,,28.0,31.0,4,0,0,9.0,1.0,19971.0,0.0,1.0
14143,"6X8I",F8EM,109.0,2,3.0,6.0,31.9,5,0,0,43.8,,24194.0,0.0,0.0
14144,"6X8I",F8EM,32.0,1,2.6,9.0,18.0,9,0,0,6.0,,14237.0,1.0,2.0
14145,IQ4Z,F8EM,37.0,1,2.6,10.0,19.0,1,0,0,7.0,,65224.0,1.0,1.0
14146,"6X8I",F8EM,36.0,1,2.5,10.0,20.0,7,0,0,7.0,1.0,22603.0,0.0,0.0
14147,R9I0,F8EM,61.0,2,,5.0,38.0,5,0,0,11.0,1.0,,,
14148,"6X8I",F8EM,53.0,2,2.5,12.0,29.0,7,0,0,8.0,,30006.0,0.0,1.0
14149,IQ4Z,F8EM,34.2,1,,11.0,15.6,7,0,0,8.4,0.0,64956.0,1.0,0.0
14150,FMVZ,IZIQ,41.0,1,,10.0,19.0,2,0,0,11.0,1.0,18664.0,0.0,1.0
14151,LPMK,"9N9J",40.7,1,,9.0,18.0,1,0,0,13.3,0.0,,,
14152,"6X8I",F8EM,60.0,2,,5.0,31.9,2,0,0,12.6,,18858.0,0.0,0.0
14153,"6X8I",F8EM,23.17,1,,,,4,0,0,,0.0,8426.0,2.0,1.0
14154,"6X8I",F8EM,30.2,1,2.5,5.0,14.9,5,0,0,6.0,,44102.0,1.0,0.0
14155,XNS3,IZIQ,42.9,2,2.5,5.0,27.0,3,0,0,6.0,,,,
14156,"6X8I",F8EM,38.6,1,2.65,16.0,20.1,10,0,0,10.3,0.0,14730.0,0.0,0.0
14157,"6X8I",F8EM,45.0,2,,5.0,29.5,3,0,0,7.0,,26756.0,0.0,0.0
14158,"6X8I",F8EM,47.0,2,,5.0,30.5,4,0,0,6.0,1.0,16711.0,0.0,2.0
14159,"6X8I",F8EM,43.8,2,,5.0,28.0,2,0,0,6.0,0.0,22594.0,0.0,2.0
14160,"6X8I",F8EM,35.5,1,3.0,16.0,15.6,14,0,0,8.7,,12960.0,1.0,1.0
14161,"6X8I",F8EM,58.0,2,2.75,18.0,,4,0,0,10.0,,42355.0,0.0,0.0
14162,"6X8I",F8EM,74.5,4,2.5,9.0,49.0,1,0,0,6.5,,51091.0,0.0,0.0
14163,TXOA,"9N9J",32.0,1,,16.0,16.0,3,0,0,8.5,,,,
14164,E66G,F8EM,72.4,3,2.55,10.0,47.6,10,0,0,10.3,,55936.0,0.0,1.0
14165,"6X8I",F8EM,34.0,1,,20.0,17.3,12,0,0,8.5,1.0,41759.0,0.0,1.0
14166,MHKY,F8EM,78.0,3,2.78,9.0,49.0,7,0,0,10.6,2.0,,,
14167,"6X8I",F8EM,30.8,1,2.5,5.0,17.4,5,0,0,5.5,1.0,12680.0,0.0,1.0
14168,"6X8I",F8EM,31.0,1,,5.0,17.0,5,0,0,6.0,1.0,10589.0,0.0,0.0
14169,"6X8I",F8EM,50.2,2,,5.0,23.0,2,0,0,,,47303.0,1.0,1.0
14170,"187Y",IZIQ,37.0,1,2.75,13.0,16.0,3,0,0,9.3,2.0,,,
14171,R27I,F8EM,31.0,1,,5.0,17.6,5,0,0,8.0,0.0,25032.0,2.0,1.0
14172,E7X2,IZIQ,55.4,3,2.5,3.0,40.2,1,0,0,5.8,,27689.0,2.0,3.0
14173,WVV2,EQUI,46.9,2,2.52,9.0,26.8,5,0,0,7.1,,,,
14174,"6X8I",F8EM,87.5,4,,9.0,61.7,1,0,0,9.1,,26586.0,0.0,0.0
14175,"6X8I",F8EM,36.3,1,2.8,7.0,15.0,2,0,0,12.0,,31451.0,1.0,0.0
14176,"6X8I",F8EM,97.0,3,,19.0,51.0,6,0,0,13.7,,30394.0,1.0,1.0
14177,Y04Q,F8EM,36.6,1,2.7,16.0,16.0,1,0,0,9.3,,,,
14178,"6X8I",F8EM,56.0,2,2.55,16.0,31.0,7,0,0,8.0,,14066.0,0.0,0.0
14179,"6X8I",F8EM,44.2,2,,5.0,28.3,3,0,0,5.4,1.0,40151.0,1.0,0.0
14180,"6X8I",F8EM,82.0,2,,16.0,43.4,2,0,0,,0.0,33756.0,0.0,0.0
14181,TXOA,"9N9J",45.0,1,2.5,10.0,19.0,8,0,0,12.5,,,,
14182,"6X8I",F8EM,78.7,2,3.1,13.0,35.0,8,0,0,19.7,,37434.0,1.0,2.0
14183,"6X8I",F8EM,47.0,2,3.3,4.0,36.0,3,0,0,3.5,,23456.0,0.0,0.0
14184,"6X8I",F8EM,38.0,1,2.5,18.0,16.0,11,0,0,14.0,,42462.0,0.0,1.0
14185,L1Y8,F8EM,76.5,2,,4.0,30.2,2,0,0,23.9,,70016.0,0.0,0.0
14186,"6X8I",F8EM,91.0,3,2.6,28.0,47.0,23,0,0,16.0,,15916.0,1.0,2.0
14187,"6X8I",F8EM,46.0,2,,5.0,30.0,4,0,0,7.5,1.0,41565.0,0.0,0.0
14188,"6X8I",F8EM,31.5,1,2.5,5.0,18.0,4,0,0,4.8,1.0,17299.0,0.0,1.0
14189,"6X8I",F8EM,46.0,2,2.5,9.0,28.7,3,0,0,7.0,0.0,51142.0,0.0,0.0
14190,H8WO,F8EM,72.0,3,2.55,5.0,46.8,1,0,0,8.2,1.0,,,
14191,R9I0,F8EM,35.7,1,2.6,5.0,17.0,4,0,0,8.3,2.0,,,
14192,Y04Q,F8EM,54.4,2,,7.0,29.7,2,0,0,,0.0,,,
14193,VLGF,F8EM,31.6,1,,3.0,18.0,2,0,0,5.0,1.0,20702.0,0.0,1.0
14194,"6X8I",F8EM,140.4,3,3.0,11.0,79.4,5,0,0,13.6,,28282.0,2.0,3.0
14195,FMVZ,IZIQ,50.5,2,2.55,5.0,30.0,3,0,0,10.5,,18080.0,0.0,0.0
14196,TA8J,"9N9J",30.5,1,,2.0,16.9,2,0,0,6.5,0.0,,,
14197,"187Y",IZIQ,38.0,1,,16.0,18.0,8,0,0,11.0,,,,
14198,"6X8I",F8EM,34.1,1,,9.0,20.3,6,0,0,5.8,1.0,9808.0,1.0,1.0
14199,MGBX,IZIQ,50.5,2,,5.0,,2,0,0,,1.0,,,
14200,R9I0,F8EM,31.0,1,2.5,4.0,18.5,2,0,0,5.5,,,,
14201,"4T1U",IZIQ,30.0,1,,3.0,18.0,3,0,0,6.0,1.0,55397.0,0.0,0.0
14202,"6X8I",F8EM,75.0,3,,17.0,45.9,2,0,0,12.0,0.0,47893.0,0.0,0.0
14203,"6X8I",F8EM,88.6,3,2.65,16.0,52.0,16,0,0,10.8,1.0,33109.0,0.0,1.0
14204,R27I,F8EM,92.4,3,,6.0,63.3,4,0,0,7.0,,26585.0,2.0,2.0
14205,Y04Q,F8EM,80.0,3,2.65,10.0,42.0,2,0,0,14.0,,,,
14206,"6X8I",F8EM,46.2,2,2.53,5.0,31.1,2,0,0,6.3,1.0,32644.0,1.0,1.0
14207,"6X8I",F8EM,85.0,3,2.78,4.0,53.6,4,0,0,10.9,,22070.0,1.0,0.0
14208,FJEG,F8EM,44.4,2,,9.0,28.0,1,0,0,7.0,,26491.0,0.0,0.0
14209,"6X8I",F8EM,95.0,3,3.2,4.0,59.1,4,0,0,11.3,,9859.0,1.0,1.0
14210,"6X8I",F8EM,122.08,1,,7.0,35.2,1,0,0,26.0,0.0,32863.0,2.0,3.0
14211,"6X8I",F8EM,31.0,1,2.5,9.0,17.9,2,0,0,6.2,,45761.0,0.0,0.0
14212,"6X8I",F8EM,153.0,4,3.05,17.0,86.1,9,0,0,19.4,,37434.0,1.0,2.0
14213,"6X8I",F8EM,62.0,1,2.5,6.0,42.0,2,0,0,20.0,,25439.0,1.0,0.0
14214,"6X8I",F8EM,41.5,1,2.8,22.0,21.5,1,0,0,15.0,0.0,34620.0,0.0,0.0
14215,"6VBQ",IZIQ,69.4,2,,7.0,39.0,4,0,0,10.8,2.0,,,
14216,"8HJY",F8EM,36.4,1,,5.0,16.4,4,0,0,8.0,,,,
14217,"6X8I",F8EM,74.0,3,2.65,16.0,44.0,14,0,0,15.0,1.0,16403.0,0.0,1.0
14218,"6X8I",F8EM,46.8,2,,4.0,33.5,1,0,0,5.4,,22386.0,0.0,1.0
14219,FJEG,F8EM,81.0,3,,24.0,52.0,8,0,0,11.0,2.0,28554.0,0.0,3.0
14220,"6X8I",F8EM,38.7,1,2.75,10.0,14.4,4,0,0,10.7,,24281.0,1.0,2.0
14221,"6X8I",F8EM,42.6,1,2.8,24.0,16.8,17,0,0,12.5,1.0,11596.0,0.0,0.0
14222,"6X8I",F8EM,69.1,2,2.8,17.0,36.0,2,0,0,13.0,2.0,10796.0,0.0,0.0
14223,"6X8I",F8EM,69.8,3,,5.0,38.2,4,0,0,15.0,,20936.0,1.0,3.0
14224,"6X8I",F8EM,57.0,2,2.5,12.0,31.0,9,0,0,10.0,2.0,32068.0,0.0,0.0
14225,"4KU1","9N9J",60.0,2,2.7,14.0,35.0,3,0,0,12.0,1.0,,,
14226,"6X8I",F8EM,50.0,2,2.5,7.0,31.0,3,0,0,8.0,1.0,26784.0,1.0,1.0
14227,"6X8I",F8EM,55.0,2,2.57,9.0,31.5,7,0,0,8.0,,33152.0,2.0,1.0
